Name,Location,Tagline,Category,Website,Founded,Description
Codingular,Karachi  Pakistan,Codingular is a blog dedicated to cover world of Technology. Source for news  information and resources for the community that believes in t,Software,https://www.codingular.com/,3rd April  2017 ,Codingular  started on April 03 2017  is a blog dedicated to cover world of Technology from Technical perspective. Source for news  information and resources for the community that believes in tomorrow. Conveys monthly knowledge and orientation to current technology. Closes the gap between business and science.
Comfort Cart ,Karachi  Pakistan ,Comfort Cart is working on automating retail processes from the backend till the customer walks out of the retail store. ,Retail Innovation ,http://www.comfortcart.pk ,20th November  2016 ,No Description
KarloCompare,Karachi  Pakistan,CompareOn Pakistan Pvt Limited manages KarloCompare.com.pk  A product comparison platform that helps Pakistanis save time and money.,FinTech,https://www.karlocompare.com.pk/,1st April  2015 ,We help Pakistanis discover and compare personal finance  insurance  and telecommunication products & services. 
Comparixon,Karachi  Pakistan,It is a price comparison site which provides efficient way to compare product's price among different site in a single window.,Website,http://www.comparixon.com,1st January  2016 ,It is a price comparison site which provides efficient way to compare product's price among different site in a single window.
Compsi Online,Lahore  Pakistan,Compsi online is the authorized service provider for HP products. The technical staff at Compsi is trained and certified by Hewlett Packard.,E-Commerce,http://www.compsionline.com,1st April  1984 ,Welcome to Compsi Online Shopping Store. Buy Genuine Laptops  Desktops  Printers  Scanners & LEDs Online by HP  Dell & Lenovo with 1 Year Local Warranty!
Confiz,Lahore  Pakistan,Confiz is a full service technology company  committed to enabling people and verticals by producing high performance Mobility and Portal so,Consulting, http://www.confiz.com,2005,Throughout our history  we have expanded our offerings and capitalized on evolving technology trends to better serve our clients. With our extensive team  massive technology portfolio  subject matter expertise in verticals  and delivery method  we work with clients to achieve the best fit between technology and their business.
ContentStudio,Islamabad,The easiest way to discover  monitor and share trending content before it's trending - in any niche or industry!,Software,https://contentstudio.io,2016,No Description
Convo ,San Francisco  California,Secure messaging and file collaboration for the modern workplace.,Collaboration  Web Development  Social Media  SaaS  Apps  Enterprise Software,http://www.convo.com,13-Apr,Convo is an incredible new SaaS platform and a communication hub helping business leaders enable alignment  faster and smarter communication between employees across multiple locations. Convo specializes in mission-critical  field services and with a user base of more than 14 000 businesses worldwide including Kaiser Permanente  NXP  NBC Universal  and Arizona Emergency Research Center etc.  Convo is quickly establishing its stronghold in large enterprises.
Cooked Today,United States,A PLATFORM TO BUY AND SELL FRESH HOME COOKED MEALS!,Website,http://www.cookedtoday.net,2015,â€˜Cooked Todayâ€™ is a platform for buying and selling fresh  affordable home cooked meals. It will enable home based cooks to take online orders and sell freshly cooked meals directly to customers. The food will be available either for take-away or delivery. It will allow home cooks to earn extra income while offering new dining options to customers. 
Couponstep.com,Karachi  Pakistan,Couponstep.com is an online website that provide latest coupons and promo codes.,Marketing ,http://couponstep.com,12th September  2015 ,Add by Latest Coupons and Promo codes of UK  USA & Pakistan Stores.
Credvestor,3rd Floor Citiview Naheed Supermarket Building Shaheed e Millat road Karachi  Pakistan,An innovative peer-to-peer lending bazaar for loans. Borrowers and Lenders interact amongst themselves to decide a mutually agreeable rate.,Software  Finance,http://www.credvestor.com/,1st August  2016 ,Credvestor is an innovative peer-to-peer lending bazaar for loans. Borrowers and Lenders interact amongst themselves to decide a mutually agreeable rate.
Crickay,Karachi  Pakistan,Sports Collaboration Platform,Sports,http://www.crickay.com,23rd July  2015 ,Cricket is world's second most popular sport which is played and loved by over 120 million people in more than 125 countries. There are a lot of cricket fans who want to play but are not able to find a team to join that is playing nearby. Even if they have a team they may not have enough players to setup a match with teams to compete with. Crickay intends to cater to both of the above and also to every kind of player out there who is just looking to play. Crickay hopes to create a platform for individuals with cricket at their hearts and focus. 
